#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Wnt8b	Wnt4	2100807	2099636	10090.ENSMUSP00000042867	10090.ENSMUSP00000036580	0	0	0	0.892	0	0.180	0.900	0.697	0.920
Gsk3b	Fos	2095854	2095256	10090.ENSMUSP00000023507	10090.ENSMUSP00000021674	0	0	0	0	0	0.105	0	0.912	0.918
Tcf7	Myc	2107629	2095683	10090.ENSMUSP00000084055	10090.ENSMUSP00000022971	0	0	0	0	0	0.112	0.886	0.252	0.918
Wnt16	Wnt6	2098273	2093841	10090.ENSMUSP00000031681	10090.ENSMUSP00000006716	0	0	0	0.883	0.071	0.106	0.900	0.884	0.918
Mars	Cth	2114016	2112417	10090.ENSMUSP00000130666	10090.ENSMUSP00000113672	0	0	0	0	0	0	0.900	0.220	0.918
Wnt6	Wnt3	2093841	2093060	10090.ENSMUSP00000006716	10090.ENSMUSP00000000127	0	0	0	0.902	0.071	0.107	0.900	0.899	0.917
Lrp6	Wnt10a	2098447	2093842	10090.ENSMUSP00000032322	10090.ENSMUSP00000006718	0	0	0	0	0	0.165	0.800	0.543	0.917
Fzd5	Lrp5	2104983	2096438	10090.ENSMUSP00000067783	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.606	0.917
Wnt7a	Wnt6	2098401	2093841	10090.ENSMUSP00000032180	10090.ENSMUSP00000006716	0	0	0	0.906	0.071	0.107	0.900	0.898	0.917
Dvl1	Wnt3	2098025	2093060	10090.ENSMUSP00000030948	10090.ENSMUSP00000000127	0	0	0	0	0	0.270	0.439	0.813	0.917
Wnt3a	Wnt6	2094044	2093841	10090.ENSMUSP00000010044	10090.ENSMUSP00000006716	0	0	0	0.906	0.071	0.107	0.900	0.891	0.917
Fzd8	Wnt6	2100231	2093841	10090.ENSMUSP00000039660	10090.ENSMUSP00000006716	0	0	0	0	0	0.204	0.800	0.522	0.917
Lrp5	Wnt3	2096438	2093060	10090.ENSMUSP00000025856	10090.ENSMUSP00000000127	0	0	0	0	0	0	0.800	0.604	0.917
Sfrp1	Wnt6	2098938	2093841	10090.ENSMUSP00000033952	10090.ENSMUSP00000006716	0	0	0	0	0	0.204	0.800	0.524	0.917
Fzd6	Wnt10a	2095664	2093842	10090.ENSMUSP00000022906	10090.ENSMUSP00000006718	0	0	0	0	0	0.204	0.800	0.523	0.917
Sfrp1	Wnt3	2098938	2093060	10090.ENSMUSP00000033952	10090.ENSMUSP00000000127	0	0	0	0	0	0.204	0.800	0.525	0.917
Mtr	Amt	2109768	2099395	10090.ENSMUSP00000097442	10090.ENSMUSP00000035230	0.069	0	0	0	0	0	0.900	0.188	0.917
Wnt5a	Wnt6	2104589	2093841	10090.ENSMUSP00000064878	10090.ENSMUSP00000006716	0	0	0	0.907	0.071	0.107	0.900	0.898	0.917
Wnt5b	Sfrp2	2112347	2097579	10090.ENSMUSP00000113188	10090.ENSMUSP00000029625	0	0	0	0	0	0.204	0.800	0.521	0.917
Wnt5b	Wnt6	2112347	2093841	10090.ENSMUSP00000113188	10090.ENSMUSP00000006716	0	0	0	0.905	0.071	0.107	0.900	0.902	0.917
Wnt10a	Wnt6	2093842	2093841	10090.ENSMUSP00000006718	10090.ENSMUSP00000006716	0	0	0	0.881	0.113	0	0.900	0.922	0.917
Wnt2b	Wnt6	2097506	2093841	10090.ENSMUSP00000029429	10090.ENSMUSP00000006716	0	0	0	0.914	0.071	0.107	0.900	0.885	0.916
Fzd8	Lrp5	2100231	2096438	10090.ENSMUSP00000039660	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.598	0.916
Wnt7b	Wnt6	2111258	2093841	10090.ENSMUSP00000105051	10090.ENSMUSP00000006716	0	0	0	0.911	0.071	0.107	0.900	0.901	0.916
Wnt2	Wnt6	2094091	2093841	10090.ENSMUSP00000010941	10090.ENSMUSP00000006716	0	0	0	0.909	0.071	0.107	0.900	0.857	0.916
Porcn	Wnt2	2106493	2094091	10090.ENSMUSP00000076790	10090.ENSMUSP00000010941	0	0	0	0	0	0	0.800	0.600	0.916
Ccnd1	Tcf7	2108527	2107629	10090.ENSMUSP00000091495	10090.ENSMUSP00000084055	0	0	0	0	0	0.112	0.880	0.270	0.916
Wnt4	Wnt6	2099636	2093841	10090.ENSMUSP00000036580	10090.ENSMUSP00000006716	0	0	0	0.923	0.071	0.107	0.900	0.900	0.916
Mat2a	Dnmt1	2107985	2093584	10090.ENSMUSP00000087118	10090.ENSMUSP00000004202	0	0	0	0	0	0	0.900	0.202	0.916
Shmt2	Ftcd	2096621	2093205	10090.ENSMUSP00000026470	10090.ENSMUSP00000001183	0.066	0	0	0	0	0	0.900	0.175	0.916
Wnt1	Wnt6	2095926	2093841	10090.ENSMUSP00000023734	10090.ENSMUSP00000006716	0	0	0	0.913	0.071	0.107	0.900	0.852	0.916
Axin1	Csnk1d	2105990	2094490	10090.ENSMUSP00000073974	10090.ENSMUSP00000018274	0	0	0	0	0.144	0.400	0.559	0.675	0.916
Wnt9a	Ctnnb1	2111153	2093883	10090.ENSMUSP00000104411	10090.ENSMUSP00000007130	0	0	0	0	0	0.620	0	0.784	0.915
Wnt11	Wnt1	2104506	2095926	10090.ENSMUSP00000064333	10090.ENSMUSP00000023734	0	0	0	0.834	0	0	0.900	0.932	0.915
Wnt4	Wnt10a	2099636	2093842	10090.ENSMUSP00000036580	10090.ENSMUSP00000006718	0	0	0	0.899	0.122	0	0.900	0.732	0.915
Mthfs	Ftcd	2107433	2093205	10090.ENSMUSP00000082354	10090.ENSMUSP00000001183	0.129	0	0	0	0	0	0.900	0.107	0.915
Wnt11	Wnt8a	2104506	2094132	10090.ENSMUSP00000064333	10090.ENSMUSP00000012426	0	0	0	0.812	0	0	0.900	0.839	0.915
Wnt7a	Lrp5	2098401	2096438	10090.ENSMUSP00000032180	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.595	0.915
Wnt11	Sfrp4	2104506	2093430	10090.ENSMUSP00000064333	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.508	0.914
Atic	Dhfr	2096883	2095430	10090.ENSMUSP00000027384	10090.ENSMUSP00000022218	0	0	0	0	0	0	0.900	0.178	0.914
Sfrp4	Wnt3	2093430	2093060	10090.ENSMUSP00000002883	10090.ENSMUSP00000000127	0	0	0	0	0	0.204	0.800	0.508	0.914
Wnt9a	Wnt8a	2111153	2094132	10090.ENSMUSP00000104411	10090.ENSMUSP00000012426	0	0	0	0.811	0	0	0.900	0.790	0.914
Ctbp2	Ube2i	2113961	2103113	10090.ENSMUSP00000130294	10090.ENSMUSP00000055714	0	0	0	0	0	0.521	0	0.828	0.914
Wnt11	Wnt8b	2104506	2100807	10090.ENSMUSP00000064333	10090.ENSMUSP00000042867	0	0	0	0.834	0	0	0.900	0.816	0.913
Mat2b	Dnmt1	2101810	2093584	10090.ENSMUSP00000048222	10090.ENSMUSP00000004202	0	0	0	0	0	0	0.900	0.168	0.913
Wnt8a	Wnt10a	2094132	2093842	10090.ENSMUSP00000012426	10090.ENSMUSP00000006718	0	0	0	0.819	0	0	0.900	0.729	0.913
Myc	Ppp2ca	2095683	2094923	10090.ENSMUSP00000022971	10090.ENSMUSP00000020608	0	0	0	0	0	0.370	0.559	0.711	0.913
Myc	Ccnd2	2095683	2093069	10090.ENSMUSP00000022971	10090.ENSMUSP00000000188	0	0	0	0	0	0	0.559	0.811	0.913
Wnt2	Wnt3a	2094091	2094044	10090.ENSMUSP00000010941	10090.ENSMUSP00000010044	0	0	0	0.930	0	0.118	0.900	0.703	0.912
Wnt9a	Wnt8b	2111153	2100807	10090.ENSMUSP00000104411	10090.ENSMUSP00000042867	0	0	0	0.835	0	0	0.900	0.769	0.912
Wnt11	Wnt6	2104506	2093841	10090.ENSMUSP00000064333	10090.ENSMUSP00000006716	0	0	0	0.866	0	0	0.900	0.950	0.912
Wnt9a	Wnt10a	2111153	2093842	10090.ENSMUSP00000104411	10090.ENSMUSP00000006718	0	0	0	0.838	0	0	0.900	0.752	0.912
Fzd9	Lrp5	2102740	2096438	10090.ENSMUSP00000053551	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.581	0.912
Wnt2	Wnt3	2094091	2093060	10090.ENSMUSP00000010941	10090.ENSMUSP00000000127	0	0	0	0.933	0	0.118	0.900	0.759	0.912
Mtr	Aldh1l1	2109768	2098399	10090.ENSMUSP00000097442	10090.ENSMUSP00000032175	0	0	0	0	0	0	0.900	0.156	0.912
Wnt2b	Wnt3a	2097506	2094044	10090.ENSMUSP00000029429	10090.ENSMUSP00000010044	0	0	0	0.925	0	0.109	0.900	0.762	0.912
Btrc	Pygo1	2105396	2101082	10090.ENSMUSP00000070728	10090.ENSMUSP00000044368	0	0	0	0	0	0	0.900	0.165	0.912
Wnt9a	Wnt6	2111153	2093841	10090.ENSMUSP00000104411	10090.ENSMUSP00000006716	0	0	0	0.857	0	0	0.900	0.849	0.912
Fzd2	Fzd1	2108516	2103611	10090.ENSMUSP00000091463	10090.ENSMUSP00000058629	0	0	0	0.982	0	0.147	0.900	0.847	0.912
Wnt8b	Wnt10a	2100807	2093842	10090.ENSMUSP00000042867	10090.ENSMUSP00000006718	0	0	0	0.814	0	0	0.900	0.698	0.912
Fzd8	Wnt10a	2100231	2093842	10090.ENSMUSP00000039660	10090.ENSMUSP00000006718	0	0	0	0	0	0.204	0.800	0.488	0.911
Mthfs	Gart	2107433	2095908	10090.ENSMUSP00000082354	10090.ENSMUSP00000023684	0	0	0	0	0	0	0.900	0.149	0.911
Ahcyl1	Dnmt1	2097534	2093584	10090.ENSMUSP00000029490	10090.ENSMUSP00000004202	0.066	0	0	0	0	0	0.900	0.131	0.911
Fzd4	Fzd6	2102112	2095664	10090.ENSMUSP00000049852	10090.ENSMUSP00000022906	0	0	0	0.863	0	0	0.900	0.838	0.911
Wnt2b	Wnt3	2097506	2093060	10090.ENSMUSP00000029429	10090.ENSMUSP00000000127	0	0	0	0.929	0	0.109	0.900	0.670	0.911
Ahcyl2	Dnmt1	2112079	2093584	10090.ENSMUSP00000110897	10090.ENSMUSP00000004202	0.066	0	0	0	0	0	0.900	0.131	0.911
Wnt8b	Wnt6	2100807	2093841	10090.ENSMUSP00000042867	10090.ENSMUSP00000006716	0	0	0	0.846	0	0	0.900	0.725	0.910
Ctbp1	Pygo1	2106847	2101082	10090.ENSMUSP00000078682	10090.ENSMUSP00000044368	0	0	0	0	0	0	0.900	0.142	0.910
Ggh	Dhfr	2109312	2095430	10090.ENSMUSP00000095843	10090.ENSMUSP00000022218	0	0	0	0	0	0	0.900	0.142	0.910
Fzd3	Fzd4	2112550	2102112	10090.ENSMUSP00000115325	10090.ENSMUSP00000049852	0	0	0	0.862	0	0	0.900	0.773	0.910
Wnt9a	Wnt11	2111153	2104506	10090.ENSMUSP00000104411	10090.ENSMUSP00000064333	0	0	0	0.832	0	0	0.900	0.668	0.910
Wnt16	Wnt10a	2098273	2093842	10090.ENSMUSP00000031681	10090.ENSMUSP00000006718	0	0	0	0.853	0	0	0.900	0.755	0.910
Wif1	Wnt8a	2094864	2094132	10090.ENSMUSP00000020439	10090.ENSMUSP00000012426	0	0	0	0	0	0.081	0.878	0.265	0.910
Wnt8a	Wnt6	2094132	2093841	10090.ENSMUSP00000012426	10090.ENSMUSP00000006716	0	0	0	0.856	0	0	0.900	0.746	0.910
Wnt8b	Wif1	2100807	2094864	10090.ENSMUSP00000042867	10090.ENSMUSP00000020439	0	0	0	0	0	0.081	0.878	0.266	0.910
Mtr	Dhfr	2109768	2095430	10090.ENSMUSP00000097442	10090.ENSMUSP00000022218	0	0	0	0	0	0	0.900	0.129	0.909
Wnt11	Wnt10a	2104506	2093842	10090.ENSMUSP00000064333	10090.ENSMUSP00000006718	0	0	0	0.843	0	0	0.900	0.633	0.909
Wnt4	Lrp5	2099636	2096438	10090.ENSMUSP00000036580	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.568	0.909
Shmt2	Gnmt	2096621	2093424	10090.ENSMUSP00000026470	10090.ENSMUSP00000002846	0	0	0	0	0	0	0.900	0.135	0.909
Wnt7b	Wnt11	2111258	2104506	10090.ENSMUSP00000105051	10090.ENSMUSP00000064333	0	0	0	0.886	0	0	0.900	0.829	0.909
Wnt11	Lrp5	2104506	2096438	10090.ENSMUSP00000064333	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.566	0.909
Wnt2b	Sfrp4	2097506	2093430	10090.ENSMUSP00000029429	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.473	0.908
Wnt5a	Wnt11	2104589	2104506	10090.ENSMUSP00000064878	10090.ENSMUSP00000064333	0	0	0	0.903	0	0	0.900	0.874	0.908
Wnt5b	Wnt10a	2112347	2093842	10090.ENSMUSP00000113188	10090.ENSMUSP00000006718	0	0	0	0.887	0	0	0.900	0.735	0.908
Wnt5a	Wnt10a	2104589	2093842	10090.ENSMUSP00000064878	10090.ENSMUSP00000006718	0	0	0	0.870	0	0	0.900	0.666	0.908
Wnt11	Wnt3a	2104506	2094044	10090.ENSMUSP00000064333	10090.ENSMUSP00000010044	0	0	0	0.901	0	0	0.900	0.850	0.908
Wnt11	Wnt2b	2104506	2097506	10090.ENSMUSP00000064333	10090.ENSMUSP00000029429	0	0	0	0.890	0	0	0.900	0.748	0.908
Wnt11	Wnt7a	2104506	2098401	10090.ENSMUSP00000064333	10090.ENSMUSP00000032180	0	0	0	0.892	0	0	0.900	0.825	0.908
Wnt5b	Wnt11	2112347	2104506	10090.ENSMUSP00000113188	10090.ENSMUSP00000064333	0	0	0	0.902	0	0	0.900	0.748	0.907
Wnt2b	Wnt10a	2097506	2093842	10090.ENSMUSP00000029429	10090.ENSMUSP00000006718	0	0	0	0.886	0	0	0.900	0.665	0.907
Ahcyl1	Dnmt3a	2097534	2095036	10090.ENSMUSP00000029490	10090.ENSMUSP00000020991	0	0	0	0	0	0	0.900	0.113	0.907
Wnt11	Wnt2	2104506	2094091	10090.ENSMUSP00000064333	10090.ENSMUSP00000010941	0	0	0	0.885	0	0	0.900	0.703	0.907
Wnt5a	Wnt1	2104589	2095926	10090.ENSMUSP00000064878	10090.ENSMUSP00000023734	0	0	0	0.913	0	0	0.900	0.832	0.907
Wnt7a	Wnt1	2098401	2095926	10090.ENSMUSP00000032180	10090.ENSMUSP00000023734	0	0	0	0.912	0	0	0.900	0.810	0.907
Wnt2	Wnt10a	2094091	2093842	10090.ENSMUSP00000010941	10090.ENSMUSP00000006718	0	0	0	0.881	0	0	0.900	0.569	0.906
Wnt11	Wnt4	2104506	2099636	10090.ENSMUSP00000064333	10090.ENSMUSP00000036580	0	0	0	0.930	0	0	0.900	0.866	0.906
Wnt7b	Wnt10a	2111258	2093842	10090.ENSMUSP00000105051	10090.ENSMUSP00000006718	0	0	0	0.900	0	0	0.900	0.702	0.906
Wnt3a	Wnt10a	2094044	2093842	10090.ENSMUSP00000010044	10090.ENSMUSP00000006718	0	0	0	0.899	0	0	0.900	0.644	0.906
Wnt4	Wnt16	2099636	2098273	10090.ENSMUSP00000036580	10090.ENSMUSP00000031681	0	0	0	0.935	0	0	0.900	0.949	0.906
Wnt11	Wnt3	2104506	2093060	10090.ENSMUSP00000064333	10090.ENSMUSP00000000127	0	0	0	0.900	0	0	0.900	0.660	0.906
Dhfr	Slc46a1	2095430	2093194	10090.ENSMUSP00000022218	10090.ENSMUSP00000001126	0	0	0	0	0	0	0.900	0.106	0.906
Wnt1	Wnt10a	2095926	2093842	10090.ENSMUSP00000023734	10090.ENSMUSP00000006718	0	0	0	0.881	0	0	0.900	0.568	0.906
Wnt7b	Wnt1	2111258	2095926	10090.ENSMUSP00000105051	10090.ENSMUSP00000023734	0	0	0	0.908	0	0	0.900	0.752	0.906
Wnt10a	Wnt3	2093842	2093060	10090.ENSMUSP00000006718	10090.ENSMUSP00000000127	0	0	0	0.897	0	0	0.900	0.680	0.906
Fzd7	Lrp5	2100625	2096438	10090.ENSMUSP00000041825	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.551	0.906
Fzd4	Fzd8	2102112	2100231	10090.ENSMUSP00000049852	10090.ENSMUSP00000039660	0	0	0	0.922	0	0	0.900	0.783	0.906
Amt	Dhfr	2099395	2095430	10090.ENSMUSP00000035230	10090.ENSMUSP00000022218	0.069	0	0	0	0	0	0.900	0.074	0.906
Wnt1	Wnt2	2095926	2094091	10090.ENSMUSP00000023734	10090.ENSMUSP00000010941	0	0	0	0.915	0	0	0.900	0.764	0.906
Wnt16	Wnt2b	2098273	2097506	10090.ENSMUSP00000031681	10090.ENSMUSP00000029429	0	0	0	0.918	0	0	0.900	0.756	0.906
Fzd2	Fzd6	2108516	2095664	10090.ENSMUSP00000091463	10090.ENSMUSP00000022906	0	0	0	0.919	0	0	0.900	0.788	0.906
Fzd3	Lrp5	2112550	2096438	10090.ENSMUSP00000115325	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.551	0.906
Amt	Aldh1l1	2099395	2098399	10090.ENSMUSP00000035230	10090.ENSMUSP00000032175	0	0	0	0	0	0	0.900	0.107	0.906
Fzd5	Fzd4	2104983	2102112	10090.ENSMUSP00000067783	10090.ENSMUSP00000049852	0	0	0	0.924	0	0	0.900	0.870	0.906
Wnt7a	Wnt10a	2098401	2093842	10090.ENSMUSP00000032180	10090.ENSMUSP00000006718	0	0	0	0.901	0	0	0.900	0.691	0.906
Wnt11	Wnt16	2104506	2098273	10090.ENSMUSP00000064333	10090.ENSMUSP00000031681	0	0	0	0.902	0	0	0.900	0.721	0.906
Wnt7a	Wnt3a	2098401	2094044	10090.ENSMUSP00000032180	10090.ENSMUSP00000010044	0	0	0	0.929	0	0	0.900	0.883	0.906
Wnt5a	Wnt16	2104589	2098273	10090.ENSMUSP00000064878	10090.ENSMUSP00000031681	0	0	0	0.910	0	0	0.900	0.703	0.906
Sfrp2	Wnt8a	2097579	2094132	10090.ENSMUSP00000029625	10090.ENSMUSP00000012426	0	0	0	0	0	0.204	0.800	0.459	0.906
Wnt4	Wnt1	2099636	2095926	10090.ENSMUSP00000036580	10090.ENSMUSP00000023734	0	0	0	0.933	0	0	0.900	0.775	0.905
Wnt16	Wnt1	2098273	2095926	10090.ENSMUSP00000031681	10090.ENSMUSP00000023734	0	0	0	0.903	0	0	0.900	0.597	0.905
Fzd7	Wnt6	2100625	2093841	10090.ENSMUSP00000041825	10090.ENSMUSP00000006716	0	0	0	0	0	0.204	0.800	0.454	0.905
Wnt7b	Wnt3	2111258	2093060	10090.ENSMUSP00000105051	10090.ENSMUSP00000000127	0	0	0	0.934	0	0	0.900	0.780	0.905
Ahcyl2	Mat2a	2112079	2107985	10090.ENSMUSP00000110897	10090.ENSMUSP00000087118	0.454	0	0	0	0.697	0	0	0.472	0.905
Wnt1	Wnt3	2095926	2093060	10090.ENSMUSP00000023734	10090.ENSMUSP00000000127	0	0	0	0.931	0	0	0.900	0.766	0.905
Fzd4	Fzd7	2102112	2100625	10090.ENSMUSP00000049852	10090.ENSMUSP00000041825	0	0	0	0.923	0	0	0.900	0.782	0.905
Wnt2b	Wnt1	2097506	2095926	10090.ENSMUSP00000029429	10090.ENSMUSP00000023734	0	0	0	0.910	0	0	0.900	0.592	0.905
Fzd3	Fzd2	2112550	2108516	10090.ENSMUSP00000115325	10090.ENSMUSP00000091463	0	0	0	0.925	0	0	0.900	0.770	0.905
Sfrp1	Wnt10a	2098938	2093842	10090.ENSMUSP00000033952	10090.ENSMUSP00000006718	0	0	0	0	0	0.204	0.800	0.452	0.905
Wnt16	Wnt3a	2098273	2094044	10090.ENSMUSP00000031681	10090.ENSMUSP00000010044	0	0	0	0.921	0	0	0.900	0.666	0.905
Wnt5b	Wnt1	2112347	2095926	10090.ENSMUSP00000113188	10090.ENSMUSP00000023734	0	0	0	0.908	0	0	0.900	0.617	0.905
Wnt7b	Wnt5a	2111258	2104589	10090.ENSMUSP00000105051	10090.ENSMUSP00000064878	0	0	0	0.940	0	0	0.900	0.894	0.905
Wnt16	Wnt2	2098273	2094091	10090.ENSMUSP00000031681	10090.ENSMUSP00000010941	0	0	0	0.913	0	0	0.900	0.634	0.905
Aldh1l1	Dhfr	2098399	2095430	10090.ENSMUSP00000032175	10090.ENSMUSP00000022218	0	0	0	0	0	0	0.900	0.089	0.905
Wnt1	Sfrp4	2095926	2093430	10090.ENSMUSP00000023734	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.454	0.905
Wnt4	Wnt7a	2099636	2098401	10090.ENSMUSP00000036580	10090.ENSMUSP00000032180	0	0	0	0.943	0	0	0.900	0.899	0.905
Wnt5a	Wnt7a	2104589	2098401	10090.ENSMUSP00000064878	10090.ENSMUSP00000032180	0	0	0	0.936	0	0	0.900	0.906	0.905
Fzd7	Fzd8	2100625	2100231	10090.ENSMUSP00000041825	10090.ENSMUSP00000039660	0	0	0	0.935	0	0	0.900	0.790	0.905
Wnt5b	Wnt16	2112347	2098273	10090.ENSMUSP00000113188	10090.ENSMUSP00000031681	0	0	0	0.914	0	0	0.900	0.698	0.905
Wnt16	Wnt3	2098273	2093060	10090.ENSMUSP00000031681	10090.ENSMUSP00000000127	0	0	0	0.917	0	0	0.900	0.625	0.905
Wnt7a	Wnt3	2098401	2093060	10090.ENSMUSP00000032180	10090.ENSMUSP00000000127	0	0	0	0.931	0	0	0.900	0.783	0.905
Wnt5b	Wnt7a	2112347	2098401	10090.ENSMUSP00000113188	10090.ENSMUSP00000032180	0	0	0	0.937	0	0	0.900	0.816	0.905
Fzd2	Fzd4	2108516	2102112	10090.ENSMUSP00000091463	10090.ENSMUSP00000049852	0	0	0	0.924	0	0	0.900	0.777	0.905
Mat2a	Ahcyl1	2107985	2097534	10090.ENSMUSP00000087118	10090.ENSMUSP00000029490	0.454	0	0	0	0.697	0	0	0.472	0.905
Wnt16	Sfrp2	2098273	2097579	10090.ENSMUSP00000031681	10090.ENSMUSP00000029625	0	0	0	0	0	0.204	0.800	0.455	0.905
Wnt7b	Wnt3a	2111258	2094044	10090.ENSMUSP00000105051	10090.ENSMUSP00000010044	0	0	0	0.933	0	0	0.900	0.796	0.905
Wnt7b	Wnt2b	2111258	2097506	10090.ENSMUSP00000105051	10090.ENSMUSP00000029429	0	0	0	0.946	0	0	0.900	0.768	0.904
Fzd2	Fzd5	2108516	2104983	10090.ENSMUSP00000091463	10090.ENSMUSP00000067783	0	0	0	0.940	0	0	0.900	0.789	0.904
Wnt7a	Wnt16	2098401	2098273	10090.ENSMUSP00000032180	10090.ENSMUSP00000031681	0	0	0	0.928	0	0	0.900	0.687	0.904
Wnt5a	Wnt2	2104589	2094091	10090.ENSMUSP00000064878	10090.ENSMUSP00000010941	0	0	0	0.942	0	0	0.900	0.769	0.904
Wnt5b	Wnt2	2112347	2094091	10090.ENSMUSP00000113188	10090.ENSMUSP00000010941	0	0	0	0.943	0	0	0.900	0.742	0.904
Ahcyl2	Dnmt3a	2112079	2095036	10090.ENSMUSP00000110897	10090.ENSMUSP00000020991	0	0	0	0	0	0	0.900	0.083	0.904
Wnt10a	Sfrp4	2093842	2093430	10090.ENSMUSP00000006718	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.448	0.904
Wnt7b	Wnt2	2111258	2094091	10090.ENSMUSP00000105051	10090.ENSMUSP00000010941	0	0	0	0.938	0	0	0.900	0.753	0.904
Wnt5b	Wnt7b	2112347	2111258	10090.ENSMUSP00000113188	10090.ENSMUSP00000105051	0	0	0	0.943	0	0	0.900	0.829	0.904
Wnt4	Wnt3	2099636	2093060	10090.ENSMUSP00000036580	10090.ENSMUSP00000000127	0	0	0	0.947	0	0	0.900	0.781	0.904
Wnt7b	Wnt4	2111258	2099636	10090.ENSMUSP00000105051	10090.ENSMUSP00000036580	0	0	0	0.945	0	0	0.900	0.883	0.904
Wnt2	Sfrp4	2094091	2093430	10090.ENSMUSP00000010941	10090.ENSMUSP00000002883	0	0	0	0	0.063	0.204	0.800	0.436	0.904
Wnt5b	Wnt4	2112347	2099636	10090.ENSMUSP00000113188	10090.ENSMUSP00000036580	0	0	0	0.942	0	0	0.900	0.762	0.904
Wnt7b	Wnt16	2111258	2098273	10090.ENSMUSP00000105051	10090.ENSMUSP00000031681	0	0	0	0.933	0	0	0.900	0.691	0.904
Wnt4	Wnt2	2099636	2094091	10090.ENSMUSP00000036580	10090.ENSMUSP00000010941	0	0	0	0.942	0	0	0.900	0.758	0.904
Wnt7a	Wnt2b	2098401	2097506	10090.ENSMUSP00000032180	10090.ENSMUSP00000029429	0	0	0	0.944	0	0	0.900	0.737	0.904
Fzd5	Fzd7	2104983	2100625	10090.ENSMUSP00000067783	10090.ENSMUSP00000041825	0	0	0	0.940	0	0	0.900	0.757	0.904
Wnt7a	Wnt2	2098401	2094091	10090.ENSMUSP00000032180	10090.ENSMUSP00000010941	0	0	0	0.934	0	0	0.900	0.669	0.904
Wnt5a	Wnt4	2104589	2099636	10090.ENSMUSP00000064878	10090.ENSMUSP00000036580	0	0	0	0.947	0	0	0.900	0.875	0.904
Fzd3	Fzd6	2112550	2095664	10090.ENSMUSP00000115325	10090.ENSMUSP00000022906	0	0	0	0.951	0	0	0.900	0.858	0.904
Wnt4	Wnt2b	2099636	2097506	10090.ENSMUSP00000036580	10090.ENSMUSP00000029429	0	0	0	0.944	0	0	0.900	0.747	0.904
Mat2b	Dnmt3a	2101810	2095036	10090.ENSMUSP00000048222	10090.ENSMUSP00000020991	0	0	0	0	0	0	0.900	0.088	0.904
Wnt4	Wnt3a	2099636	2094044	10090.ENSMUSP00000036580	10090.ENSMUSP00000010044	0	0	0	0.944	0	0	0.900	0.794	0.904
Slc25a32	Dhfr	2095665	2095430	10090.ENSMUSP00000022908	10090.ENSMUSP00000022218	0	0	0	0	0.088	0	0.900	0	0.904
Wnt5a	Wnt2b	2104589	2097506	10090.ENSMUSP00000064878	10090.ENSMUSP00000029429	0	0	0	0.937	0	0	0.900	0.772	0.904
Fpgs	Slc25a32	2097116	2095665	10090.ENSMUSP00000028148	10090.ENSMUSP00000022908	0	0	0	0	0	0	0.900	0.075	0.903
Dhfr	Ftcd	2095430	2093205	10090.ENSMUSP00000022218	10090.ENSMUSP00000001183	0	0	0	0	0	0	0.900	0.074	0.903
Apc	Pygo1	2106775	2101082	10090.ENSMUSP00000078337	10090.ENSMUSP00000044368	0	0	0	0	0	0	0.900	0.074	0.903
Paics	Shmt1	2098091	2094559	10090.ENSMUSP00000031160	10090.ENSMUSP00000018744	0.066	0	0	0	0.833	0	0	0.432	0.903
Axin1	Wnt5a	2105990	2104589	10090.ENSMUSP00000073974	10090.ENSMUSP00000064878	0	0	0	0	0	0.232	0.311	0.831	0.903
Apc	Ppp2r1a	2106775	2093917	10090.ENSMUSP00000078337	10090.ENSMUSP00000007708	0	0	0	0	0	0	0.900	0.074	0.903
Wnt5b	Wnt2b	2112347	2097506	10090.ENSMUSP00000113188	10090.ENSMUSP00000029429	0	0	0	0.946	0	0	0.900	0.735	0.903
Mat2a	Dnmt3a	2107985	2095036	10090.ENSMUSP00000087118	10090.ENSMUSP00000020991	0	0	0	0	0	0	0.900	0.072	0.903
Wnt16	Sfrp4	2098273	2093430	10090.ENSMUSP00000031681	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.437	0.902
Ctbp1	Btrc	2106847	2105396	10090.ENSMUSP00000078682	10090.ENSMUSP00000070728	0	0	0	0	0	0	0.900	0.066	0.902
Wnt6	Sfrp4	2093841	2093430	10090.ENSMUSP00000006716	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.437	0.902
